months_as_customer,policy_deductable,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,injury_claim,property_claim,vehicle_claim,policy_annual_premium,insured_education_level,insured_sex,insured_occupation,insured_relationship,incident_type,collision_type,incident_severity,authorities_contacted,property_damage,police_report_available,fraud_reported
85,2000,0,50400,-61500,14,4,0,0,10740,5370,42960,1174.14,College,MALE,priv-house-serv,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,YES,NO,N
133,1000,0,0,-31700,19,3,1,2,3160,3160,22120,1231.01,College,MALE,adm-clerical,husband,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NO,?,N
119,500,0,57100,0,7,1,2,1,8280,8280,28980,1299.18,College,FEMALE,tech-support,wife,Single Vehicle Collision,Front Collision,Major Damage,Fire,YES,YES,Y
169,500,0,0,-57600,0,1,0,0,7740,3870,27090,1469.75,JD,FEMALE,sales,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,?,YES,N
225,500,0,83900,-52100,6,1,2,1,1060,530,4240,1390.72,Masters,MALE,tech-support,other-relative,Parked Car,?,Trivial Damage,None,YES,YES,N
84,500,7000000,0,0,0,1,0,2,4770,9540,42930,1694.09,Associate,FEMALE,prof-specialty,husband,Single Vehicle Collision,Rear Collision,Total Loss,Other,YES,?,Y
169,2000,0,0,-36800,9,3,0,3,4200,8400,33600,1140.15,High School,MALE,armed-forces,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Police,YES,NO,N
124,1000,0,29300,0,23,1,0,1,5770,5770,46160,1310.71,Masters,FEMALE,farming-fishing,wife,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,YES,NO,N
320,2000,7000000,46300,-41700,13,3,2,0,4680,9360,42120,1730.49,College,MALE,transport-moving,not-in-family,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NO,NO,N
297,500,7000000,0,-59500,0,3,0,3,5550,5550,33300,1616.65,MD,MALE,adm-clerical,unmarried,Multi-vehicle Collision,Side Collision,Total Loss,Fire,?,YES,N
421,500,4000000,49500,-81100,7,1,2,3,16860,8430,67440,1935.85,Masters,MALE,machine-op-inspct,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,?,?,Y
136,1000,0,37900,0,23,1,0,1,3070,6140,21490,855.14,PhD,FEMALE,craft-repair,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Fire,YES,YES,N
46,2000,4000000,46800,0,7,1,2,0,11320,5660,39620,1568.47,High School,FEMALE,armed-forces,unmarried,Single Vehicle Collision,Side Collision,Major Damage,Fire,NO,?,N
34,2000,0,0,-27700,20,1,0,1,660,660,2640,1550.53,MD,FEMALE,armed-forces,own-child,Parked Car,?,Trivial Damage,None,YES,?,N
95,2000,0,48900,0,22,1,0,3,3480,6960,24360,1370.92,College,MALE,transport-moving,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Police,YES,?,N
140,500,0,43200,0,10,3,2,0,7950,7950,63600,1363.59,JD,FEMALE,armed-forces,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,?,YES,N
200,1000,3000000,0,0,10,1,2,2,5600,5600,44800,828.42,College,FEMALE,prof-specialty,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Police,?,NO,N
123,500,0,64800,-44200,17,1,1,0,16280,0,56980,1209.63,Masters,FEMALE,machine-op-inspct,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,YES,YES,Y
267,2000,0,35000,0,3,1,2,3,900,450,3600,1111.17,MD,MALE,craft-repair,unmarried,Parked Car,?,Trivial Damage,None,YES,YES,N
290,500,0,32500,0,10,1,0,1,4800,9600,33600,989.97,Masters,MALE,machine-op-inspct,own-child,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NO,NO,N
45,1000,0,0,0,1,1,0,1,10440,5220,36540,1114.23,College,MALE,prof-specialty,wife,Single Vehicle Collision,Side Collision,Major Damage,Fire,YES,YES,N
186,2000,0,80900,-111100,1,3,2,3,12300,12300,49200,1347.31,JD,FEMALE,protective-serv,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NO,?,N
135,2000,0,0,-69600,7,1,1,2,15640,7820,54740,1687.53,JD,FEMALE,protective-serv,other-relative,Single Vehicle Collision,Side Collision,Total Loss,Fire,?,NO,N
110,1000,0,0,0,19,1,2,3,13800,9200,32200,1183.48,Associate,MALE,other-service,husband,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,?,NO,Y
259,2000,0,0,-58300,3,3,0,2,6340,6340,44380,1537.13,PhD,FEMALE,handlers-cleaners,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Other,NO,YES,N
114,1000,0,0,-34700,3,1,0,3,520,520,3640,1173.25,Masters,FEMALE,protective-serv,husband,Vehicle Theft,?,Minor Damage,None,NO,YES,N
404,1000,4000000,0,-63700,23,1,2,0,5310,5310,42480,1361.16,Masters,FEMALE,transport-moving,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NO,YES,Y
282,2000,7000000,26900,-55300,7,1,1,2,640,320,2560,1422.56,MD,FEMALE,prof-specialty,husband,Vehicle Theft,?,Minor Damage,None,?,NO,N
57,2000,0,63100,-54100,0,3,0,1,14580,14580,43740,1143.06,Masters,FEMALE,tech-support,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NO,YES,N
215,500,0,0,0,10,1,0,1,7070,14140,49490,1405.71,PhD,FEMALE,craft-repair,unmarried,Single Vehicle Collision,Rear Collision,Total Loss,Police,?,NO,N
140,500,0,100500,0,4,4,0,0,5470,10940,43760,1354.2,College,FEMALE,adm-clerical,wife,Multi-vehicle Collision,Side Collision,Minor Damage,Other,?,?,N
250,500,0,69500,-40700,16,1,1,1,13600,6800,54400,1055.6,High School,MALE,exec-managerial,husband,Single Vehicle Collision,Rear Collision,Major Damage,Other,?,?,Y
286,1000,0,25800,0,3,1,2,0,820,410,2870,999.43,College,MALE,prof-specialty,wife,Vehicle Theft,?,Trivial Damage,Police,YES,?,N
356,2000,0,0,0,5,1,0,3,5590,11180,44720,1155.97,High School,MALE,prof-specialty,husband,Single Vehicle Collision,Side Collision,Minor Damage,Other,YES,?,N
65,1000,0,0,0,14,1,0,0,720,1440,5040,1726.91,High School,MALE,other-service,own-child,Vehicle Theft,?,Trivial Damage,None,?,?,N
187,500,0,59500,0,7,3,0,0,8200,4100,32800,1232.57,PhD,FEMALE,machine-op-inspct,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,?,?,N
386,500,0,36800,0,16,1,2,3,12120,6060,48480,1078.65,JD,MALE,craft-repair,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Police,?,YES,N
197,1000,0,0,-64500,6,1,2,2,15280,7640,53480,1324.78,PhD,FEMALE,prof-specialty,not-in-family,Single Vehicle Collision,Front Collision,Major Damage,Police,NO,YES,Y
166,500,0,0,0,10,1,1,1,10600,10600,37100,1518.54,MD,FEMALE,craft-repair,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,YES,NO,N
293,2000,0,34900,0,19,1,1,1,5210,10420,41680,1239.06,JD,FEMALE,transport-moving,husband,Single Vehicle Collision,Front Collision,Total Loss,Police,?,?,N
179,2000,0,0,0,10,1,0,1,5900,5900,41300,1246.68,PhD,FEMALE,priv-house-serv,own-child,Single Vehicle Collision,Front Collision,Minor Damage,Fire,?,?,N
76,1000,0,0,0,6,3,1,1,14940,7470,52290,1622.67,MD,FEMALE,priv-house-serv,husband,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NO,?,N
105,500,0,0,0,12,3,2,2,12100,6050,42350,1082.36,Associate,FEMALE,prof-specialty,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NO,NO,N
97,1000,0,0,-72100,10,3,2,3,7720,15440,61760,1270.55,Masters,MALE,protective-serv,unmarried,Multi-vehicle Collision,Side Collision,Total Loss,Other,YES,NO,Y
148,1000,5000000,55100,0,0,1,2,0,5550,11100,44400,1236.32,MD,FEMALE,adm-clerical,own-child,Single Vehicle Collision,Side Collision,Total Loss,Police,NO,NO,N
77,2000,0,49700,0,12,3,2,0,12560,6280,50240,785.82,JD,MALE,exec-managerial,other-relative,Multi-vehicle Collision,Rear Collision,Major Damage,Police,YES,?,Y
295,500,0,52200,-44500,10,1,1,3,760,380,3420,1265.84,JD,FEMALE,prof-specialty,own-child,Vehicle Theft,?,Minor Damage,None,YES,YES,N
126,500,0,0,0,3,4,0,1,11300,11300,45200,1508.9,JD,FEMALE,machine-op-inspct,other-relative,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NO,?,N
132,2000,0,43100,-31900,21,1,1,1,1120,560,3920,1106.84,PhD,MALE,other-service,wife,Vehicle Theft,?,Minor Damage,Police,YES,YES,N
370,2000,7000000,0,-53200,6,1,0,2,900,1800,6300,1389.13,JD,MALE,other-service,wife,Vehicle Theft,?,Minor Damage,None,?,?,N
257,1000,0,52100,0,0,1,0,1,21330,7110,56880,974.84,JD,FEMALE,transport-moving,other-relative,Single Vehicle Collision,Rear Collision,Total Loss,Police,NO,YES,N
9,2000,0,51700,-33300,6,1,0,3,540,1080,4320,1304.46,PhD,FEMALE,machine-op-inspct,other-relative,Vehicle Theft,?,Trivial Damage,None,NO,YES,Y
185,500,0,0,0,20,3,1,1,9340,4670,37360,1257.36,PhD,FEMALE,armed-forces,husband,Multi-vehicle Collision,Side Collision,Major Damage,Fire,YES,?,Y
234,500,0,0,-48800,4,1,2,2,10320,5160,36120,1257.04,Associate,MALE,protective-serv,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Police,NO,YES,N
253,2000,0,45800,0,9,1,0,3,600,600,4200,719.52,High School,FEMALE,farming-fishing,own-child,Parked Car,?,Trivial Damage,None,NO,?,N
233,2000,0,0,0,20,3,1,0,5430,5430,38010,1524.18,JD,MALE,craft-repair,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,?,YES,N
274,500,0,0,0,7,1,2,1,860,860,3870,1395.58,JD,FEMALE,tech-support,husband,Vehicle Theft,?,Minor Damage,Police,NO,?,N
297,1000,0,0,-71400,18,3,0,2,6870,0,48090,1243.68,Masters,MALE,protective-serv,wife,Multi-vehicle Collision,Front Collision,Major Damage,Other,?,?,Y
273,1000,0,59600,0,0,3,1,3,7960,3980,27860,1189.04,Associate,FEMALE,prof-specialty,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NO,?,N
147,2000,0,0,0,11,3,0,1,6240,6240,43680,1375.29,Masters,FEMALE,armed-forces,own-child,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,?,?,Y
285,500,0,63100,-79400,13,1,0,3,5270,10540,36890,1389.13,Associate,MALE,priv-house-serv,not-in-family,Single Vehicle Collision,Side Collision,Total Loss,Fire,NO,?,N
289,1000,0,0,0,19,3,1,3,7620,7620,53340,1387.51,Associate,FEMALE,sales,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,YES,?,N
427,1000,7000000,0,-54400,23,1,1,2,12980,19470,58410,1178.61,MD,MALE,craft-repair,own-child,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,YES,YES,Y
380,2000,6000000,0,0,23,1,0,3,570,570,4560,1166.62,Associate,MALE,priv-house-serv,wife,Parked Car,?,Trivial Damage,Police,NO,NO,N
13,1000,0,0,-75000,19,3,2,0,8630,8630,77670,1556.31,Associate,MALE,prof-specialty,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Police,YES,YES,N
282,500,0,75800,0,19,1,1,2,4680,9360,32760,1452.27,MD,MALE,farming-fishing,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NO,NO,Y
312,1000,0,66900,-51800,17,3,2,3,7040,7040,42240,1212.07,MD,FEMALE,exec-managerial,wife,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NO,NO,N
266,2000,0,0,-41400,18,1,1,3,7590,15180,60720,1578.54,Associate,MALE,handlers-cleaners,husband,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NO,YES,N
30,500,0,0,-63500,17,3,2,2,5790,5790,46320,1488.26,College,FEMALE,machine-op-inspct,wife,Multi-vehicle Collision,Side Collision,Total Loss,Police,NO,?,N
198,1000,0,0,0,11,3,1,3,5490,5490,38430,1096.39,High School,MALE,armed-forces,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,?,YES,N
290,2000,0,54400,0,22,3,0,1,6620,6620,52960,1215.36,Associate,MALE,tech-support,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,?,NO,N
260,2000,0,35000,0,7,1,0,1,10680,10680,42720,1482.57,MD,MALE,priv-house-serv,husband,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NO,NO,N
233,1000,0,0,0,17,3,2,3,8500,4250,29750,954.18,College,FEMALE,tech-support,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Other,?,YES,N
130,2000,0,0,-40800,16,3,2,3,8900,4450,35600,1193.4,PhD,MALE,exec-managerial,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Other,NO,?,N
230,1000,0,0,-45300,13,3,1,2,10700,10700,37450,1023.11,MD,FEMALE,adm-clerical,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NO,YES,N
212,1000,0,73200,0,17,3,0,2,8240,8240,65920,1524.45,Masters,FEMALE,other-service,husband,Multi-vehicle Collision,Side Collision,Minor Damage,Other,YES,YES,N
299,1000,0,0,-48800,3,1,2,0,6780,6780,40680,1653.32,College,FEMALE,other-service,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,YES,?,N
91,1000,0,52700,0,15,3,0,2,7420,7420,59360,1022.46,Associate,FEMALE,armed-forces,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Other,?,?,N
398,2000,0,21500,0,16,1,2,1,5270,5270,36890,1396.43,Associate,FEMALE,priv-house-serv,unmarried,Single Vehicle Collision,Front Collision,Total Loss,Fire,YES,?,N
218,500,0,61100,-64500,18,1,1,3,13640,6820,47740,1521.55,Associate,FEMALE,priv-house-serv,other-relative,Single Vehicle Collision,Rear Collision,Major Damage,Fire,?,YES,Y
152,1000,0,0,0,18,1,1,0,7100,7100,49700,1034.27,JD,FEMALE,armed-forces,husband,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NO,NO,N
212,1000,0,60300,-58900,22,2,0,3,11860,5930,41510,1255.35,JD,FEMALE,protective-serv,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NO,YES,N
242,2000,6000000,0,-61600,15,3,1,2,6690,13380,46830,1396.89,College,FEMALE,priv-house-serv,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NO,YES,Y
80,500,0,0,-51000,16,3,1,3,3710,7420,29680,795.31,JD,MALE,farming-fishing,husband,Multi-vehicle Collision,Rear Collision,Major Damage,Police,YES,?,Y
260,500,0,54500,-72100,18,1,1,0,15080,7540,52780,982.22,JD,FEMALE,exec-managerial,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Fire,?,?,N
133,500,0,70900,-61100,8,1,2,0,420,840,2940,1074.07,JD,FEMALE,prof-specialty,husband,Parked Car,?,Minor Damage,None,NO,YES,N
290,1000,0,38500,0,23,3,0,0,5850,5850,40950,1311.3,Associate,FEMALE,machine-op-inspct,wife,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,YES,YES,Y
322,2000,0,0,-46000,18,1,0,2,7680,7680,26880,1277.12,PhD,FEMALE,armed-forces,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,?,YES,N
228,500,0,35200,0,10,1,1,0,6610,6610,46270,1388.62,JD,FEMALE,sales,husband,Single Vehicle Collision,Side Collision,Minor Damage,Other,YES,YES,N
195,1000,8000000,0,0,12,1,0,2,4420,4420,35360,1406.52,MD,MALE,tech-support,unmarried,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NO,NO,Y
247,500,0,0,-49300,5,1,1,2,770,1540,5390,1558.29,Masters,FEMALE,protective-serv,unmarried,Vehicle Theft,?,Trivial Damage,Police,YES,?,N
405,1000,4000000,46300,0,21,3,2,3,10240,10240,40960,1132.47,MD,MALE,priv-house-serv,other-relative,Multi-vehicle Collision,Front Collision,Total Loss,Other,?,?,N
144,2000,0,73700,0,17,3,1,3,5440,10880,38080,1896.91,PhD,FEMALE,handlers-cleaners,not-in-family,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,YES,NO,Y
338,500,4000000,0,0,4,1,2,1,9760,9760,39040,1143.46,MD,MALE,priv-house-serv,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Other,YES,?,N
121,500,0,0,0,11,1,1,1,6730,6730,53840,1285.42,MD,MALE,priv-house-serv,wife,Single Vehicle Collision,Front Collision,Major Damage,Fire,NO,NO,Y
398,2000,0,66200,-49700,18,1,1,3,3340,6680,26720,1305.26,MD,MALE,farming-fishing,wife,Single Vehicle Collision,Rear Collision,Major Damage,Fire,?,YES,Y
9,1000,0,0,0,12,1,0,0,15580,15580,54530,1073.83,High School,FEMALE,machine-op-inspct,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Police,?,NO,N
115,1000,0,0,0,18,3,0,3,0,4270,29890,1051.67,Associate,FEMALE,exec-managerial,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,YES,NO,Y
280,1000,0,0,-72000,16,1,2,2,10220,10220,40880,1387.35,JD,MALE,transport-moving,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NO,?,N
254,500,0,59800,0,19,3,0,0,13280,13280,53120,1083.64,JD,MALE,other-service,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Police,YES,?,N
141,1000,0,78800,0,13,1,1,0,6860,6860,48020,1851.78,High School,FEMALE,craft-repair,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Fire,NO,YES,N
441,500,4000000,24000,-50500,4,1,0,0,640,640,5120,1270.29,College,MALE,armed-forces,husband,Parked Car,?,Minor Damage,None,NO,NO,N
381,500,0,35900,0,8,1,1,2,12120,6060,42420,1459.99,MD,FEMALE,other-service,wife,Single Vehicle Collision,Rear Collision,Major Damage,Fire,YES,YES,N
191,2000,0,0,0,19,3,2,0,10240,5120,40960,1253.44,Masters,FEMALE,craft-repair,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NO,NO,N
145,1000,0,0,0,18,1,2,0,9500,4750,38000,1142.48,JD,FEMALE,priv-house-serv,other-relative,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,YES,NO,N
479,1000,0,0,-44800,9,2,0,3,5390,10780,37730,1188.45,MD,FEMALE,exec-managerial,other-relative,Multi-vehicle Collision,Rear Collision,Total Loss,Other,?,?,N
215,1000,0,40000,-43400,6,1,2,1,220,440,1980,1125.4,Masters,MALE,adm-clerical,husband,Vehicle Theft,?,Trivial Damage,None,?,NO,N
41,500,0,0,0,8,1,0,0,1380,1380,6210,1294.41,High School,MALE,transport-moving,husband,Vehicle Theft,?,Minor Damage,None,YES,?,N
45,500,0,0,0,6,1,1,3,1000,1000,4000,1459.5,MD,MALE,priv-house-serv,not-in-family,Parked Car,?,Minor Damage,None,?,?,N
156,500,0,26500,0,23,3,0,3,11040,5520,38640,1367.99,High School,MALE,armed-forces,own-child,Multi-vehicle Collision,Front Collision,Major Damage,Fire,?,?,Y
246,500,0,0,0,13,1,0,3,660,1320,5280,1594.37,Associate,MALE,exec-managerial,own-child,Parked Car,?,Trivial Damage,None,NO,YES,N
178,500,0,0,0,3,3,2,0,11760,11760,41160,1035.99,JD,FEMALE,exec-managerial,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NO,?,N
237,500,0,53200,0,23,1,0,1,0,11840,47360,911.53,PhD,FEMALE,sales,husband,Single Vehicle Collision,Rear Collision,Major Damage,Police,NO,NO,N
127,500,0,73700,0,8,1,1,3,470,940,3290,1319.97,Associate,FEMALE,craft-repair,own-child,Vehicle Theft,?,Minor Damage,None,YES,?,N
1,2000,0,61200,0,23,1,0,3,6940,6940,55520,1391.63,Associate,MALE,sales,husband,Single Vehicle Collision,Side Collision,Total Loss,Other,YES,NO,N
5,500,5000000,0,0,23,1,0,0,4050,4050,32400,915.41,High School,FEMALE,exec-managerial,own-child,Single Vehicle Collision,Side Collision,Total Loss,Police,YES,NO,N
64,1000,0,56800,-51800,9,3,2,1,5000,10000,45000,1468.82,JD,MALE,handlers-cleaners,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NO,NO,N
142,500,0,66400,-63700,22,1,2,3,11220,11220,44880,1412.76,PhD,MALE,armed-forces,wife,Single Vehicle Collision,Side Collision,Minor Damage,Other,YES,NO,N
97,500,0,56700,-49300,22,3,2,1,8410,8410,58870,1588.26,High School,FEMALE,tech-support,husband,Multi-vehicle Collision,Side Collision,Total Loss,Other,YES,YES,N
121,1000,0,51300,0,15,3,1,2,6430,6430,51440,1140.91,Associate,MALE,adm-clerical,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NO,?,Y
225,1000,0,0,-20900,16,3,2,0,6440,6440,51520,1517.54,JD,MALE,priv-house-serv,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NO,YES,N
425,2000,0,42900,-39100,17,3,1,2,16180,16180,64720,912.29,High School,FEMALE,priv-house-serv,husband,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,?,?,N
285,2000,0,52600,0,3,1,1,0,500,500,4500,1144.3,MD,MALE,priv-house-serv,not-in-family,Vehicle Theft,?,Minor Damage,Police,YES,?,N
192,1000,0,65100,-50300,10,3,0,2,3070,6140,21490,1281.43,Masters,FEMALE,transport-moving,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Other,?,NO,N
285,2000,0,46100,0,9,1,1,2,3720,3720,26040,1101.85,College,FEMALE,sales,wife,Single Vehicle Collision,Side Collision,Minor Damage,Police,NO,YES,N
98,2000,0,0,-30900,13,2,0,1,14540,7270,43620,1082.1,JD,MALE,exec-managerial,other-relative,Multi-vehicle Collision,Front Collision,Total Loss,Police,?,YES,N
175,500,0,44900,-52500,15,3,2,1,3880,7760,31040,1185.44,Masters,MALE,exec-managerial,not-in-family,Multi-vehicle Collision,Rear Collision,Major Damage,Police,YES,YES,Y
259,2000,0,30100,0,23,1,1,1,7980,7980,71820,1175.07,MD,MALE,craft-repair,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Fire,?,NO,N
140,2000,0,0,-67000,2,4,0,2,14560,14560,43680,979.26,JD,FEMALE,transport-moving,own-child,Multi-vehicle Collision,Front Collision,Major Damage,Fire,YES,YES,N
231,500,0,0,0,14,1,2,0,0,7910,63280,920.81,High School,FEMALE,sales,wife,Single Vehicle Collision,Rear Collision,Major Damage,Fire,YES,?,Y
186,500,0,70300,-70900,7,1,1,1,400,400,2800,922.85,High School,MALE,adm-clerical,husband,Vehicle Theft,?,Trivial Damage,None,?,YES,N
229,2000,3000000,65400,0,23,1,1,3,10440,10440,41760,1107.59,PhD,MALE,tech-support,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Other,NO,NO,N
180,500,0,0,0,7,3,2,1,12660,6330,50640,1272.46,College,MALE,prof-specialty,wife,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,YES,?,N
188,1000,0,0,-68800,8,3,1,0,13820,6910,55280,1340.24,High School,MALE,protective-serv,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,YES,?,Y
214,1000,0,57700,-43500,17,1,1,0,8040,4020,32160,1648,JD,MALE,transport-moving,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Other,NO,YES,N
178,500,0,0,0,10,3,0,3,5200,10400,41600,1381.14,College,FEMALE,other-service,wife,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NO,NO,N
55,500,8000000,0,0,9,1,0,3,560,560,1960,1198.44,MD,MALE,priv-house-serv,wife,Vehicle Theft,?,Minor Damage,Police,NO,NO,N
90,2000,0,42100,0,2,1,1,0,13780,6890,55120,951.27,PhD,FEMALE,other-service,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Other,YES,YES,N
135,2000,0,37100,-46500,18,3,0,1,5940,2970,23760,1341.24,MD,FEMALE,farming-fishing,wife,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NO,NO,N
277,2000,0,0,-65500,4,1,2,3,430,860,2580,1177.57,Associate,FEMALE,adm-clerical,husband,Vehicle Theft,?,Minor Damage,Police,?,NO,N
211,1000,0,0,0,12,1,0,3,8320,16640,66560,1055.09,Masters,FEMALE,transport-moving,own-child,Single Vehicle Collision,Front Collision,Total Loss,Fire,?,YES,Y
156,500,0,0,0,15,1,1,3,6790,13580,54320,1479.48,Masters,MALE,prof-specialty,unmarried,Single Vehicle Collision,Front Collision,Major Damage,Other,YES,YES,Y
84,2000,0,0,-15900,9,1,1,3,420,840,3360,1827.38,Associate,MALE,priv-house-serv,other-relative,Vehicle Theft,?,Trivial Damage,Police,YES,?,N
136,500,0,0,0,6,1,0,0,10000,10000,35000,1169.62,JD,FEMALE,sales,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Police,YES,NO,Y
310,500,0,11000,0,11,4,0,2,13200,6600,39600,1516.34,JD,FEMALE,adm-clerical,unmarried,Multi-vehicle Collision,Rear Collision,Major Damage,Police,YES,NO,Y
123,2000,0,16100,-61200,13,3,1,1,6140,0,49120,1270.21,College,FEMALE,sales,husband,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NO,?,N
243,500,0,33200,0,4,3,2,1,5140,10280,35980,809.11,JD,MALE,craft-repair,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Other,?,YES,N
36,1000,0,0,-59800,20,3,1,3,5420,10840,32520,1115.81,Masters,FEMALE,machine-op-inspct,husband,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,YES,?,N
146,1000,5000000,0,0,0,3,1,3,5820,5820,40740,1457.65,College,FEMALE,armed-forces,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NO,?,N
154,1000,0,53100,-43900,18,4,2,3,13520,13520,47320,1041.36,JD,FEMALE,priv-house-serv,husband,Multi-vehicle Collision,Side Collision,Total Loss,Other,?,YES,Y
204,1000,7000000,44000,-20800,6,1,1,0,5340,5340,42720,1693.83,High School,MALE,protective-serv,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Police,?,?,N
458,1000,0,31400,0,23,1,2,2,14360,14360,43080,1685.69,High School,FEMALE,protective-serv,wife,Single Vehicle Collision,Front Collision,Total Loss,Police,?,YES,N
147,500,6000000,51900,0,4,1,0,0,8530,0,59710,1054.92,PhD,FEMALE,prof-specialty,own-child,Single Vehicle Collision,Front Collision,Major Damage,Other,?,?,Y
279,2000,6000000,61100,-30700,21,3,1,0,11100,11100,38850,1333.97,MD,FEMALE,other-service,unmarried,Multi-vehicle Collision,Rear Collision,Major Damage,Other,?,?,Y
308,1000,6000000,45700,-41400,7,1,1,1,860,860,3870,1013.61,Associate,FEMALE,craft-repair,own-child,Parked Car,?,Minor Damage,None,?,YES,N
284,500,0,47900,0,19,3,0,0,8520,8520,29820,958.3,PhD,FEMALE,machine-op-inspct,husband,Multi-vehicle Collision,Side Collision,Major Damage,Fire,?,?,N
108,2000,6000000,52800,-54300,5,1,1,3,780,780,2730,1112.04,PhD,FEMALE,other-service,own-child,Parked Car,?,Minor Damage,None,NO,NO,N
421,2000,0,69900,0,22,3,0,0,15700,7850,54950,1206.26,Associate,FEMALE,armed-forces,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Police,YES,NO,N
